<<<<<<< HEAD
Taxa,Tag,Country,Locality,Location,Latitude,Longitude,Pres.time,Col.Date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,BL,ITxBL,
BEE	ALLO-CSI-434	Australia	SA_NT	Dune NW off Finke Road	-25.6175	134.9227778	205	18/03/2017	NA	Malaise	Colletidae	Euryglossinae	NA	Euhesma	Euhesma	euhsp1	Male	0.0005	0	0.0005	1.414	5.448	7.703472
BEE	ALLO-CSI-435	Australia	SA_NT	Dune NW off Finke Road	-25.6175	134.9227778	205	18/03/2017	NA	Malaise	Colletidae	Euryglossinae	NA	Euhesma	Euhesma	euhsp1	Female	0.001	0	0.001	1.527	7.425	11.337975
BEE	ALLO-CSI-436	Australia	SA_NT	Dune NW off Finke Road	-25.6175	134.9227778	205	18/03/2017	NA	Malaise	Colletidae	Euryglossinae	NA	Euhesma	Euhesma	euhsp1	Male	0.0006	0	0.0006	1.612	6.284	10.129808
BEE	ALLO-CSI-437	Australia	SA_NT	Dune NW off Finke Road	-25.6175	134.9227778	205	18/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.001	0	0.001	1.49	6.152	9.16648
BEE	ALLO-CSI-438	Australia	SA_NT	Dune NW off Finke Road	-25.6175	134.9227778	205	18/03/2017	NA	Malaise	Colletidae	Euryglossinae	NA	Euhesma	Euhesma	euhsp1	Male	0.0007	0	0.0007	1.342	5.748	7.713816
BEE	ALLO-CSI-439	Australia	SA_NT	Dune NW off Finke Road	-25.6175	134.9227778	205	18/03/2017	NA	Malaise	Colletidae	Euryglossinae	NA	Euhesma	Euhesma	euhsp1	Male	0.0008	0	0.0008	1.376	6.092	8.382592
BEE	ALLO-CSI-44	Australia	SA_NT	"Witjira NP, Pumi Bore"	-26.2847222	136.0980556	201	22/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp4	Female	0.0028	0	0.0028	2.175	8.864	19.2792
BEE	ALLO-CSI-440	Australia	SA_NT	Dune NW off Finke Road	-25.6175	134.9227778	205	18/03/2017	NA	Malaise	Colletidae	Euryglossinae	NA	Euhesma	Euhesma	euhsp1	Female	0.0003	0	0.0003	1.561	7.655	11.949455
BEE	ALLO-CSI-441	Australia	SA_NT	Dune NW off Finke Road	-25.6175	134.9227778	205	18/03/2017	NA	Malaise	Colletidae	Euryglossinae	NA	Euhesma	Euhesma	euhsp1	Male	0.0005	0	0.0005	1.156	5.271	6.093276
BEE	ALLO-CSI-442	Australia	SA_NT	Dune NW off Finke Road	-25.6175	134.9227778	205	18/03/2017	NA	Malaise	Colletidae	Euryglossinae	NA	Euhesma	Euhesma	euhsp1	Female	0.0009	0	0.0009	1.231	6.848	8.429888
BEE	ALLO-CSI-443	Australia	SA_NT	Dune NW off Finke Road	-25.6175	134.9227778	205	18/03/2017	NA	Malaise	Colletidae	Euryglossinae	NA	Euhesma	Euhesma	euhsp1	Female	0.0007	0	0.0007	1.241	5.702	7.076182
BEE	ALLO-CSI-444	Australia	SA_NT	Dune NW off Finke Road	-25.6175	134.9227778	205	18/03/2017	NA	Malaise	Colletidae	Euryglossinae	NA	Euhesma	Euhesma	euhsp1	Male	0.0007	0	0.0007	1.25	5.612	7.015
BEE	ALLO-CSI-445	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Unplaced	apicata	Female	0.0474	0.038672	0.008728	3.287	13.284	43.664508
BEE	ALLO-CSI-446	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Apidae	Apinae	Anthophorini	Amegilla	Notomegilla	chlorocyanea	Female	0.067	0.038672	0.028328	5.016	18.112	90.849792
BEE	ALLO-CSI-447	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Eutricharaea	macularisCOMPLEX	Female	0.069	0.038672	0.030328	4.931	20.06	98.91586
BEE	ALLO-CSI-448	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp8	Female	0.0536	0.038672	0.014928	3.49	16.483	57.52567
BEE	ALLO-CSI-449	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Unplaced	paracallida	Female	0.0041	0	0.0041	2.346	10.272	24.098112
BEE	ALLO-CSI-45	Australia	SA_NT	"Witjira NP, Pumi Bore"	-26.2847222	136.0980556	201	22/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp10	Female	0.0537	0.038672	0.015028	3.903	16.473	64.294119
BEE	ALLO-CSI-450	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Apidae	Apinae	Anthophorini	Amegilla	Notomegilla	chlorocyanea	Male	0.0586	0.038672	0.019928	4.744	18.99	90.08856
BEE	ALLO-CSI-451	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Apidae	Apinae	Anthophorini	Amegilla	Notomegilla	chlorocyanea	Female	0.0697	0.038672	0.031028	5.476	19.534	106.968184
BEE	ALLO-CSI-452	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp8	Female	0.0518	0.038672	0.013128	3.474	15.356	53.346744
BEE	ALLO-CSI-453	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Eutricharaea	macularisCOMPLEX	Male	0.0617	0.038672	0.023028	4.362	16.386	71.475732
BEE	ALLO-CSI-454	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp4	Female	0.0048	0	0.0048	2.492	11.285	28.12222
BEE	ALLO-CSI-455	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Unplaced	paracallida	Female	0.0035	0	0.0035	2.212	9.147	20.233164
BEE	ALLO-CSI-457	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Apidae	Apinae	Anthophorini	Amegilla	Notomegilla	chlorocyanea	Female	0.0682	0.038672	0.029528	4.874	18.385	89.60849
BEE	ALLO-CSI-458	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Unplaced	paracallida	Female	0.0032	0	0.0032	2.155	9.796	21.11038
BEE	ALLO-CSI-459	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Unplaced	megbid	Male	0.0018	0	0.0018	1.993	7.316	14.580788
BEE	ALLO-CSI-46	Australia	SA_NT	"Witjira NP, Pumi Bore"	-26.2847222	136.0980556	201	22/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp4	Female	0.003	0	0.003	2.139	8.831	18.889509
BEE	ALLO-CSI-460	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Unplaced	paracallida	Female	0.0037	0	0.0037	2.341	9.748	22.820068
BEE	ALLO-CSI-462	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Male	0.0003	0	0.0003	1.206	4.834	5.829804
BEE	ALLO-CSI-47	Australia	SA_NT	"Witjira NP, Pumi Bore"	-26.2847222	136.0980556	201	22/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp4	Female	0.0046	0	0.0046	2.435	10.199	24.834565
BEE	ALLO-CSI-48	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0006	0	0.0006	1.437	6.478	9.308886
BEE	ALLO-CSI-49	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0007	0	0.0007	1.88	8.28	15.5664
BEE	ALLO-CSI-5	Australia	SA_NT	"Witjira NP, 3O'Clock Creek"	-26.45888889	135.4127778	202	21/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	platychilum	Female	0.0428	0.038672	0.004128	2.311	9.917	22.918187
BEE	ALLO-CSI-50	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp8	Female	0.0011	0	0.0011	1.634	7.045	11.51153
BEE	ALLO-CSI-51	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp8	Female	0.0015	0	0.0015	1.849	6.764	12.506636
BEE	ALLO-CSI-52	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0017	0	0.0017	1.428	5.68	8.11104
BEE	ALLO-CSI-53	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp8	Female	0.001	0	0.001	1.472	7.791	11.468352
BEE	ALLO-CSI-54	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0007	0	0.0007	1.641	6.91	11.33931
BEE	ALLO-CSI-55	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0008	0	0.0008	1.533	6.641	10.180653
BEE	ALLO-CSI-56	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0007	0	0.0007	1.486	6.681	9.927966
BEE	ALLO-CSI-57	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0007	0	0.0007	1.601	8.363	13.389163
BEE	ALLO-CSI-58	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp7	Female	0.0033	0	0.0033	1.918	11.105	21.29939
BEE	ALLO-CSI-59	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0008	0	0.0008	1.537	6.508	10.002796
BEE	ALLO-CSI-6	Australia	SA_NT	"Witjira NP, Pumi Bore"	-26.2847222	136.0980556	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	platychilum	Female	0.0415	0.038672	0.002828	2.3	10.796	24.8308
BEE	ALLO-CSI-60	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp8	Female	0.0013	0	0.0013	1.621	8.041	13.034461
BEE	ALLO-CSI-61	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0007	0	0.0007	1.543	6.293	9.710099
BEE	ALLO-CSI-62	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0016	0	0.0016	1.669	7.681	12.819589
BEE	ALLO-CSI-63	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp8	Female	0.0013	0	0.0013	1.305	8.256	10.77408
BEE	ALLO-CSI-64	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0009	0	0.0009	1.364	6.978	9.517992
BEE	ALLO-CSI-65	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp8	Female	0.0019	0	0.0019	1.499	6.913	10.362587
BEE	ALLO-CSI-66	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp4	Female	0.0026	0	0.0026	2.251	9.894	22.271394
BEE	ALLO-CSI-67	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0007	0	0.0007	1.527	6.767	10.333209
BEE	ALLO-CSI-68	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp8	Female	0.0007	0	0.0007	1.722	6.852	11.799144
BEE	ALLO-CSI-69	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp4	Female	0.0034	0	0.0034	2.559	10.59	27.09981
BEE	ALLO-CSI-7	Australia	SA_NT	"Witjira NP, Pumi Bore"	-26.2847222	136.0980556	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	platychilum	Female	0.0047	0	0.0047	2.5	9.993	24.9825
BEE	ALLO-CSI-71	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0007	0	0.0007	1.563	6.939	10.845657
BEE	ALLO-CSI-72	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Unplaced	apicata	Male	0.0049	0	0.0049	2.727	11.72	31.96044
BEE	ALLO-CSI-73	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp4	Female	0.0042	0	0.0042	2.573	11.587	29.813351
BEE	ALLO-CSI-74	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0007	0	0.0007	1.291	5.701	7.359991
BEE	ALLO-CSI-75	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp4	Male	0.003	0	0.003	2.219	9.874	21.910406
BEE	ALLO-CSI-77	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0006	0	0.0006	1.384	7.102	9.829168
BEE	ALLO-CSI-78	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp8	Female	0.0009	0	0.0009	1.446	7.368	10.654128
BEE	ALLO-CSI-79	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp7	Female	0.0023	0	0.0023	1.486	6.203	9.217658
BEE	ALLO-CSI-80	Australia	SA_NT	Dune W Binns Track	-25.75472222	135.2630556	202	21/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp4	Male	0.0053	0	0.0053	2.849	12.415	35.370335
BEE	ALLO-CSI-81	Australia	SA_NT	Dune W Binns Track	-25.75472222	135.2630556	202	21/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Unplaced	paracallida	Female	0.0042	0	0.0042	2.445	11.102	27.14439
BEE	ALLO-CSI-82	Australia	SA_NT	Dune W Binns Track	-25.75472222	135.2630556	202	21/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Eutricharaea	captionis	Male	0.0082	0	0.0082	3.367	13.137	44.232279
BEE	ALLO-CSI-83	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp8	Female	0.0006	0	0.0006	1.52	8.073	12.27096
BEE	ALLO-CSI-84	Australia	SA_NT	Dune W Binns Track	-25.75472222	135.2630556	202	21/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Unplaced	apicata	Female	0.0061	0	0.0061	2.796	11.232	31.404672
BEE	ALLO-CSI-85	Australia	SA_NT	Dune W Binns Track	-25.75472222	135.2630556	202	21/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp4	Female	0.006	0	0.006	2.566	11.362	29.154892
BEE	ALLO-CSI-86	Australia	SA_NT	Dune W Binns Track	-25.75472222	135.2630556	202	21/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp4	Male	0.0052	0	0.0052	2.533	8.909	22.566497
BEE	ALLO-CSI-87	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0006	0	0.0006	1.405	6.537	9.184485
BEE	ALLO-CSI-88	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp8	Female	0.0009	0	0.0009	1.616	7.072	11.428352
BEE	ALLO-CSI-89	Australia	SA_NT	Dune W Binns Track	-25.75472222	135.2630556	202	21/03/2017	NA	Malaise	Colletidae	Colletinae	NA	Goniocolletes	Goniocolletes	perfasciatus	Male	0.0054	0	0.0054	3.141	13.755	43.204455
BEE	ALLO-CSI-9	Australia	SA_NT	"Witjira NP, Pumi Bore"	-26.2847222	136.0980556	201	22/03/2017	NA	Malaise	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp10	Female	0.0504	0.038672	0.011728	3.267	15.914	51.991038
BEE	ALLO-CSI-90	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Male	0.0005	0	0.0005	1.154	5.174	5.970796
BEE	ALLO-CSI-92	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Male	0.0004	0	0.0004	1.102	4.835	5.32817
BEE	ALLO-CSI-93	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0008	0	0.0008	1.513	6.62	10.01606
BEE	ALLO-CSI-94	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Male	0.0006	0	0.0006	1.157	5.286	6.115902
BEE	ALLO-CSI-95	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Male	0.0004	0	0.0004	0.998	4.344	4.335312
BEE	ALLO-CSI-96	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0005	0	0.0005	1.671	6.907	11.541597
BEE	ALLO-CSI-97	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0006	0	0.0006	1.776	7.084	12.581184
BEE	ALLO-CSI-98	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Male	0.0002	0	0.0002	1.212	4.499	5.452788
BEE	ALLO-CSI-99	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Male	0.0005	0	0.0005	1.179	5.381	6.344199
BEE	ALLO-CSI-105	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	lassp8	Female	0.001	0	0.001	1.533	7.188	11.019204
BEE	ALLO-CSI-76	Australia	SA_NT	"Witjira NP, Mound spring"	-26.4233333	135.513333	201	22/03/2017	NA	Malaise	Megachilidae	Megachilinae	Megachilini	Megachile	Unplaced	apicata	Female	0.0073	0	0.0073	2.989	11.215	33.521635
BEE	ALLO-CSI-386	Australia	SA_NT	"Witjira NP, Creek"	-26.36555556	135.79	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0005	0	0.0005	1.582	6.226	9.849532
BEE	ALLO-CSI-387	Australia	SA_NT	"Witjira NP, Creek"	-26.36555556	135.79	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0007	0	0.0007	1.465	5.96	8.7314
BEE	ALLO-CSI-389	Australia	SA_NT	"Witjira NP, Creek"	-26.36555556	135.79	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0008	0	0.0008	1.407	6.246	8.788122
BEE	ALLO-CSI-382	Australia	SA_NT	"Witjira NP, Creek"	-26.36555556	135.79	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0009	0	0.0009	1.55	6.204	9.6162
BEE	ALLO-CSI-252	Australia	SA_NT	"Witjira NP, Creek"	-26.36555556	135.79	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0007	0	0.0007	1.476	4.832	7.132032
BEE	ALLO-CSI-183	Australia	SA_NT	"Witjira NP, Creek"	-26.36555556	135.79	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0005	0	0.0005	1.507	5.784	8.716488
BEE	ALLO-CSI-171	Australia	SA_NT	"Witjira NP, Creek"	-26.36555556	135.79	201	22/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0011	0	0.0011	1.58	7.154	11.30332
BEE	ALLO-CSI-135	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Homalictus	Homalictus	urbanus	Female	0.0011	0	0.0011	1.644	6.583	10.822452
BEE	ALLO-CSI-456	Australia	SA_NT	"Witjira NP, Binns Track"	-25.99916667	135.3325	206	17/03/2017	NA	Malaise	Halictidae	Halictinae	Halictini	Lasioglossum	Chilalictus	eremaean	Female	0.003	0	0.003	2.421	10.018	24.253578
BEE	ALLO-AUS-416	Australia	VICTORIA	A2F1B	-36.59823716	144.664187	60	1/04/2015	NA	Vane	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	australica	Female	0.0548	0.03536129	0.01943871	4.164	16.511	68.751804
BEE	ALLO-AUS-417	Australia	VICTORIA	A5P2B	-36.55601656	145.9182865	60	2/04/2015	NA	Vane	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	australica	Female	0.0579	0.03536129	0.02253871	4.273	16.428	70.196844
BEE	ALLO-AUS-418	Australia	VICTORIA	A7R3B	-36.74935446	145.3462457	60	3/04/2015	NA	Vane	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	australica	Male	0.0548	0.03536129	0.01943871	4.111	15.883	65.295013
BEE	ALLO-AUS-419	Australia	VICTORIA	B6P2B	-36.63921622	145.4156955	60	4/04/2015	NA	Vane	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	australica	Female	0.0549	0.03536129	0.01953871	4.125	17.309	71.399625
BEE	ALLO-AUS-420	Australia	VICTORIA	B6C1B	-36.63921622	145.4156955	60	5/04/2015	NA	Vane	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	australica	Female	0.0563	0.03536129	0.02093871	4.37	16.789	73.36793
BEE	ALLO-AUS-421	Australia	VICTORIA	B6P2B	-36.63921622	145.4156955	60	6/04/2015	NA	Vane	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	australica	Female	0.0544	0.03536129	0.01903871	4.174	16.594	69.263356
BEE	ALLO-AUS-422	Australia	VICTORIA	C1OP1b	-36.36634505	145.5452785	60	7/04/2015	NA	Vane	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	australica	Female	0.0536	0.03536129	0.01823871	3.873	15.766	61.061718
BEE	ALLO-AUS-423	Australia	VICTORIA	C7RIB	-36.62694796	145.4799683	60	8/04/2015	NA	Vane	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	australica	Female	0.0515	0.03536129	0.01613871	3.551	14.375	51.045625
BEE	ALLO-AUS-424	Australia	VICTORIA	C12p3b	-36.71548568	145.1999919	60	9/04/2015	NA	Vane	Halictidae	Nomiinae	Nomiini	Lipotriches	Austronomia	lipsp11	Female	0.043	0.03536129	0.00763871	2.798	10.964	30.677272
